tripduration,start station name,end station name,bikeid,usertype,birth year,age,gender
1139,Riverview Park,Dey St,26179,Subscriber,57,57,Male
192,Grove St PATH,Hamilton Park,29675,Subscriber,1969,48,Male
431,Newport PATH,Hamilton Park,29589,Subscriber,39,39,Female
380,Newport PATH,Hamilton Park,29510,Subscriber,57,57,Male
169,Van Vorst Park,Grove St PATH,29226,Subscriber,1983,34,Male
488,Columbus Drive,Brunswick & 6th,26176,Subscriber,30,30,Male
375,Paulus Hook,Van Vorst Park,29517,Subscriber,1964,53,Female
306,Newport PATH,Columbus Drive,29580,Subscriber,NULL,NULL,Unknown
161,Grove St PATH,Dixon Mills,29643,Subscriber,1972,45,Female
445,Essex Light Rail,Grove St PATH,29234,Subscriber,1957,60,Male
223,Paulus Hook,Columbus Drive,29601,Subscriber,1982,35,Male
417,Exchange Place,Newport Pkwy,29264,Subscriber,28,28,Female
219,Sip Ave,McGinley Square,29250,Subscriber,30,30,Male
336,Brunswick St,Columbus Drive,29285,Subscriber,1980,37,Male
381,Exchange Place,Manila & 1st,26228,Subscriber,1980,37,Male
255,Exchange Place,Columbus Drive,29216,Subscriber,39,39,Male
689,Morris Canal,Marin Light Rail,29228,Subscriber,1965,52,Female
416,Grove St PATH,Hamilton Park,29226,Subscriber,1990,27,Male
981,McGinley Square,Grove St PATH,29250,Subscriber,1972,45,Male
376,Grove St PATH,Hamilton Park,26308,Subscriber,1990,27,Female
139,Exchange Place,Essex Light Rail,26241,Subscriber,1979,38,Male
543,Exchange Place,Liberty Light Rail,29674,Subscriber,49,49,Male
600,Exchange Place,Van Vorst Park,29265,Subscriber,41,41,Male
309,Exchange Place,Van Vorst Park,26272,Subscriber,41,41,Male
254,Grove St PATH,Hamilton Park,29541,Subscriber,49,49,Male
201,Jersey & 6th St,Warren St,29222,Subscriber,28,28,Male
813,Liberty Light Rail,Baldwin at Montgomery,26268,Subscriber,1982,35,Male
817,Liberty Light Rail,Baldwin at Montgomery,29534,Subscriber,1982,35,Female
456,Exchange Place,Newport PATH,29635,Subscriber,1992,25,Male
1396,Paulus Hook,Leonard Gordon Park,26283,Subscriber,1979,38,Male
256,Morris Canal,Paulus Hook,26189,Subscriber,NULL,NULL,Unknown
331,Grove St PATH,Hamilton Park,26276,Subscriber,1973,44,Male
198,Grove St PATH,Monmouth and 6th,29246,Subscriber,1980,37,Male
301,Grove St PATH,Monmouth and 6th,26199,Subscriber,1985,32,Male
857,Warren St,Sip Ave,26166,Subscriber,1982,35,Male
657,Hilltop,City Hall,29297,Subscriber,1985,32,Male
537,Heights Elevator,Pershing Field,29619,Subscriber,39,39,Male
562,Newport PATH,Exchange Place,29490,Subscriber,41,41,Male
334,Grove St PATH,Marin Light Rail,29234,Subscriber,1963,54,Female
457,Newport PATH,Newark Ave,26172,Subscriber,29,29,Male
430,Exchange Place,Grove St PATH,29627,Subscriber,30,30,Male
292,Exchange Place,Van Vorst Park,29505,Subscriber,1986,31,Male
180,Heights Elevator,Riverview Park,26213,Subscriber,1983,34,Male
379,Hamilton Park,Grove St PATH,29210,Subscriber,1979,38,Male
969,Grove St PATH,Dixon Mills,29469,Subscriber,1986,31,Male
146,Columbus Drive,Warren St,29580,Subscriber,1990,27,Female
351,Lafayette Park,Liberty Light Rail,29661,Subscriber,1984,33,Male
609,Sip Ave,Leonard Gordon Park,26152,Subscriber,1984,33,Male
312,Paulus Hook,Columbus Drive,26189,Subscriber,1981,36,Male
272,Grove St PATH,Marin Light Rail,26210,Subscriber,29,29,Female
560,Warren St,Baldwin at Montgomery,29679,Subscriber,1984,33,Male
235,Hamilton Park,Newark Ave,26245,Subscriber,50,50,Male
2630,Grove St PATH,Danforth Light Rail,26274,Customer,NULL,NULL,Unknown
162,Columbus Drive,Warren St,29285,Subscriber,1982,35,Male
664,Newport Pkwy,City Hall,26309,Subscriber,42,42,Male
266,Exchange Place,Essex Light Rail,26206,Subscriber,1984,33,Male
310,Grove St PATH,Monmouth and 6th,29210,Subscriber,1982,35,Female
1129,Grove St PATH,Leonard Gordon Park,29203,Subscriber,30,30,Male
333,Warren St,City Hall,29580,Subscriber,1965,52,Male
867,Newport Pkwy,Exchange Place,26169,Subscriber,1953,64,Male
215,Exchange Place,Essex Light Rail,29274,Subscriber,1980,37,Male
508,Grove St PATH,Baldwin at Montgomery,29250,Subscriber,1984,33,Male
236,Grove St PATH,Van Vorst Park,29439,Subscriber,28,28,Male
93,Warren St,Columbus Drive,29222,Subscriber,1983,34,Male
845,Sip Ave,North St,29653,Subscriber,1965,52,Male
161,Newport PATH,Newport Pkwy,29480,Subscriber,1990,27,Male
236,Exchange Place,Morris Canal,29490,Subscriber,1980,37,Male
258,Grove St PATH,Dixon Mills,29247,Subscriber,30,30,Female
252,Grove St PATH,Monmouth and 6th,29438,Subscriber,49,49,Male
536,Monmouth and 6th,City Hall,26199,Subscriber,49,49,Female
531,Grove St PATH,Hamilton Park,26316,Subscriber,42,42,Male
1794,Grove St PATH,Van Vorst Park,26291,Subscriber,1965,52,Male
403,Sip Ave,Pershing Field,29261,Subscriber,30,30,Male
889,Columbus Drive,Liberty Light Rail,26194,Subscriber,51,51,Male
546,Jersey & 6th St,Newport PATH,29523,Subscriber,1981,36,Male
229,Jersey & 6th St,Grove St PATH,29245,Subscriber,43,43,Male
384,Grove St PATH,Brunswick & 6th,26244,Subscriber,39,39,Female
179,Newark Ave,Brunswick & 6th,29308,Subscriber,46,46,Male
252,Grove St PATH,Hamilton Park,29613,Subscriber,1983,34,Male
267,Grove St PATH,Hamilton Park,29289,Subscriber,39,39,Male
864,Newport PATH,Newport Pkwy,26219,Subscriber,46,46,Male
241,Sip Ave,McGinley Square,26315,Subscriber,40,40,Male
251,Grove St PATH,JC Medical Center,29627,Subscriber,28,28,Male
239,Grove St PATH,Hamilton Park,29294,Subscriber,57,57,Male
204,Grove St PATH,Dixon Mills,29662,Subscriber,1982,35,Male
599,Columbus Drive,McGinley Square,29473,Subscriber,1985,32,Male
521,Newport PATH,Brunswick St,29635,Subscriber,43,43,Male
343,Grove St PATH,Brunswick & 6th,29273,Subscriber,40,40,Male
427,Van Vorst Park,Morris Canal,29265,Subscriber,41,41,Male
160,Newark Ave,Brunswick & 6th,29660,Subscriber,41,41,Male
258,Exchange Place,City Hall,26165,Subscriber,1981,36,Male
201,Exchange Place,Essex Light Rail,26210,Subscriber,57,57,Male
1050,Warren St,Exchange Place,26156,Subscriber,41,41,Male
519,Exchange Place,Hamilton Park,29504,Subscriber,61,61,Male
294,Grove St PATH,Hamilton Park,29275,Subscriber,28,28,Female
1376,Newport Pkwy,Newport Pkwy,29665,Subscriber,1990,27,Female
1356,Grove St PATH,Monmouth and 6th,29120,Subscriber,28,28,Female
370,Warren St,Hamilton Park,26298,Subscriber,NULL,NULL,Unknown
392,Exchange Place,Brunswick St,26303,Customer,NULL,NULL,Unknown
207,Grove St PATH,Brunswick & 6th,26209,Subscriber,1981,36,Male
172,Sip Ave,McGinley Square,26301,Subscriber,1973,44,Male
550,Newport PATH,Hamilton Park,29230,Subscriber,61,61,Male
92,City Hall,Grove St PATH,29297,Subscriber,1957,60,Male
289,Exchange Place,Essex Light Rail,26169,Subscriber,1984,33,Male
761,McGinley Square,Grove St PATH,26315,Subscriber,59,59,Male
1378,Exchange Place,Pershing Field,29615,Subscriber,1983,34,Male
682,Exchange Place,Columbus Drive,26157,Subscriber,1992,25,Male
358,Grove St PATH,Brunswick & 6th,26242,Subscriber,1986,31,Female
499,Exchange Place,Newport PATH,29270,Subscriber,49,49,Male
1039,Baldwin at Montgomery,Leonard Gordon Park,29250,Subscriber,1990,27,Male
252,Dey St,Sip Ave,26179,Subscriber,1973,44,Male
276,Grove St PATH,Brunswick St,26311,Subscriber,39,39,Female
247,Exchange Place,Morris Canal,29492,Subscriber,1990,27,Male
313,Grove St PATH,Monmouth and 6th,29569,Subscriber,1984,33,Male
883,Exchange Place,Newport Pkwy,29472,Subscriber,28,28,Female
736,Columbus Drive,Newport PATH,29601,Subscriber,1972,45,Male
339,Sip Ave,Oakland Ave,26158,Subscriber,28,28,Male
310,Essex Light Rail,Exchange Place,29437,Customer,NULL,NULL,Unknown
730,Columbus Drive,Newport PATH,26189,Subscriber,1972,45,Male
304,Essex Light Rail,Exchange Place,18734,Customer,NULL,NULL,Unknown
952,Lincoln Park,Monmouth and 6th,26238,Subscriber,1959,58,Male
245,Grove St PATH,Dixon Mills,29245,Subscriber,41,41,Male
502,Newport Pkwy,Grove St PATH,26219,Subscriber,1990,27,Male
195,Exchange Place,Morris Canal,29242,Subscriber,1957,60,Male
327,Essex Light Rail,JC Medical Center,29495,Subscriber,1992,25,Male
717,Exchange Place,Lafayette Park,29276,Subscriber,1984,33,Male
260,Exchange Place,Morris Canal,29437,Subscriber,30,30,Female
386,City Hall,Brunswick St,29580,Subscriber,1986,31,Female
243,Grove St PATH,Marin Light Rail,29638,Subscriber,1980,37,Male
229,Grove St PATH,Hamilton Park,29297,Subscriber,29,29,Male
326,Warren St,Hamilton Park,29476,Subscriber,43,43,Male
197,Grove St PATH,Jersey & 3rd,26296,Subscriber,1969,48,Male
155,Grove St PATH,Newark Ave,29520,Subscriber,1983,34,Male
307,Grove St PATH,Monmouth and 6th,29199,Subscriber,39,39,Female
219,Grove St PATH,Dixon Mills,29628,Subscriber,28,28,Male
258,Sip Ave,McGinley Square,26211,Subscriber,47,47,Male
284,Grove St PATH,Brunswick St,26315,Subscriber,1990,27,Male
749,Grove St PATH,Liberty Light Rail,29212,Subscriber,1990,27,Male
133,Essex Light Rail,Morris Canal,26273,Subscriber,NULL,NULL,Unknown
336,Exchange Place,Marin Light Rail,18734,Subscriber,1995,22,Male
512,Grove St PATH,Lafayette Park,26160,Subscriber,1986,31,Male
370,Sip Ave,Oakland Ave,29583,Subscriber,29,29,Female
459,Sip Ave,Lincoln Park,29603,Subscriber,1980,37,Male
595,Sip Ave,Lincoln Park,26179,Subscriber,1982,35,Male
263,Grove St PATH,Monmouth and 6th,29470,Subscriber,39,39,Male
416,Astor Place,Sip Ave,29500,Subscriber,1964,53,Male
109,Columbus Drive,Warren St,26157,Subscriber,1983,34,Male
215,Grove St PATH,Marin Light Rail,26219,Subscriber,1991,26,Male
203,Sip Ave,McGinley Square,29573,Subscriber,29,29,Male
311,Sip Ave,Baldwin at Montgomery,26166,Subscriber,1992,25,Male
282,Grove St PATH,Hamilton Park,26188,Subscriber,1981,36,Female
757,Newport PATH,Van Vorst Park,29601,Subscriber,39,39,Female
250,Grove St PATH,Jersey & 6th St,29604,Subscriber,1973,44,Male
234,Essex Light Rail,Warren St,26241,Subscriber,62,62,Male
248,Grove St PATH,Brunswick St,26310,Subscriber,28,28,Male
485,Exchange Place,Jersey & 6th St,26156,Subscriber,61,61,Male
212,Jersey & 3rd,Van Vorst Park,26296,Subscriber,1969,48,Male
1086,Monmouth and 6th,Christ Hospital,29470,Subscriber,39,39,Female
387,Newport PATH,Hamilton Park,29270,Subscriber,1981,36,Male
533,Lafayette Park,Van Vorst Park,26266,Subscriber,1982,35,Female
411,Newport PATH,Paulus Hook,26278,Subscriber,1990,27,Male
150,Newport PATH,Newport Pkwy,26189,Subscriber,NULL,NULL,Unknown
294,Exchange Place,Morris Canal,29482,Subscriber,1972,45,Female
136,Newark Ave,Monmouth and 6th,26245,Subscriber,29,29,Male
531,Grove St PATH,Baldwin at Montgomery,29243,Subscriber,30,30,Female
6161,Morris Canal,Monmouth and 6th,29570,Subscriber,30,30,Female
414,Van Vorst Park,Grove St PATH,26291,Subscriber,30,30,Female
628,Newport Pkwy,Newark Ave,29480,Subscriber,1983,34,Female
857,Essex Light Rail,5 Corners Library,26206,Subscriber,1969,48,Male
444,Exchange Place,Grove St PATH,29306,Subscriber,47,47,Male
1165,Columbus Drive,Hamilton Park,26201,Subscriber,1992,25,Male
344,City Hall,Exchange Place,26165,Subscriber,1962,55,Male
1698,Heights Elevator,Heights Elevator,29303,Customer,NULL,NULL,Unknown
306,Grove St PATH,Brunswick & 6th,26173,Subscriber,1981,36,Male
115,Newark Ave,Dixon Mills,29520,Subscriber,47,47,Male
165,Grove St PATH,Jersey & 6th St,29673,Subscriber,28,28,Male
478,Grove St PATH,Morris Canal,29441,Subscriber,41,41,Male
350,Newport PATH,Newport Pkwy,29523,Subscriber,1963,54,Male
526,Sip Ave,Pershing Field,29549,Subscriber,1985,32,Male
309,Brunswick & 6th,Grove St PATH,26304,Subscriber,1990,27,Male
331,Grove St PATH,Warren St,29556,Subscriber,29,29,Female
355,Warren St,Dixon Mills,26233,Subscriber,42,42,Female
318,Exchange Place,Morris Canal,26165,Subscriber,1983,34,Female
201,Grove St PATH,Jersey & 3rd,29281,Subscriber,42,42,Female
267,Grove St PATH,Monmouth and 6th,26264,Subscriber,39,39,Male
575,Sip Ave,Lincoln Park,26231,Subscriber,1965,52,Male
89,Paulus Hook,Essex Light Rail,26278,Subscriber,1984,33,Male
411,Grove St PATH,Hamilton Park,29545,Subscriber,1972,45,Male
365,Grove St PATH,Brunswick & 6th,29306,Subscriber,1985,32,Male
472,Sip Ave,Oakland Ave,29644,Subscriber,1985,32,Male
286,Grove St PATH,Brunswick & 6th,26291,Subscriber,1981,36,Male
335,Grove St PATH,Hamilton Park,29197,Subscriber,40,40,Female
298,Grove St PATH,Hamilton Park,29221,Subscriber,40,40,Male
558,Morris Canal,Grove St PATH,29482,Subscriber,39,39,Female
1894,Grove St PATH,Garfield Ave Station,29450,Subscriber,41,41,Female
587,Brunswick & 6th,Columbus Drive,26176,Subscriber,30,30,Male
187,Grove St PATH,Brunswick St,29526,Subscriber,1981,36,Male
235,Grove St PATH,Marin Light Rail,26304,Subscriber,1986,31,Male
239,Newport PATH,Warren St,26198,Subscriber,1985,32,Female
176,Monmouth and 6th,Newark Ave,29569,Subscriber,1982,35,Male
989,Newark Ave,Astor Place,26172,Subscriber,1984,33,Female
480,Newport PATH,Hamilton Park,29278,Customer,NULL,NULL,Unknown
266,Grove St PATH,Hamilton Park,29671,Subscriber,1980,37,Male
492,Marin Light Rail,Brunswick & 6th,29600,Subscriber,1980,37,Male
494,Brunswick St,Newport PATH,29283,Subscriber,23,23,Male
273,Jersey & 3rd,Van Vorst Park,29281,Subscriber,42,42,Female
325,Marin Light Rail,Grove St PATH,29602,Subscriber,40,40,Female
374,Brunswick & 6th,Grove St PATH,29306,Subscriber,1990,27,Male
681,Hamilton Park,Marin Light Rail,29197,Subscriber,1983,34,Female
161,Grove St PATH,Jersey & 3rd,29482,Subscriber,1992,25,Male
785,Morris Canal,Brunswick & 6th,26165,Subscriber,1985,32,Male
165,Newark Ave,Brunswick St,26170,Subscriber,1982,35,Male
925,City Hall,Christ Hospital,29575,Subscriber,1984,33,Male
1077,City Hall,Communipaw & Berry Lane,26199,Subscriber,23,23,Female
301,Grove St PATH,Hamilton Park,29607,Subscriber,61,61,Male
167,Jersey & 6th St,Newark Ave,29604,Subscriber,28,28,Female
1034,City Hall,Communipaw & Berry Lane,26309,Subscriber,1995,22,Male
458,Grove St PATH,Morris Canal,29602,Subscriber,1979,38,Male
2486,Warren St,Hamilton Park,29295,Subscriber,28,28,Male
241,Newport PATH,Hamilton Park,29283,Subscriber,40,40,Male
547,Sip Ave,Lincoln Park,29298,Subscriber,1982,35,Female
279,Monmouth and 6th,Manila & 1st,26264,Subscriber,1981,36,Male
153,Jersey & 3rd,Brunswick & 6th,29482,Subscriber,1992,25,Male
239,Manila & 1st,Hamilton Park,26187,Subscriber,41,41,Male
55696,Sip Ave,Sip Ave,29538,Subscriber,50,50,Female
397,Warren St,City Hall,29285,Subscriber,61,61,Female
205,Grove St PATH,Hamilton Park,29306,Subscriber,1980,37,Male
954,Essex Light Rail,City Hall,26169,Subscriber,57,57,Female
479,Sip Ave,Lincoln Park,29500,Subscriber,43,43,Male
335,Manila & 1st,Marin Light Rail,26264,Subscriber,47,47,Male
633,Newport Pkwy,Essex Light Rail,29264,Subscriber,1990,27,Male
350,Manila & 1st,Van Vorst Park,26228,Subscriber,30,30,Female
287,Manila & 1st,Hamilton Park,29456,Subscriber,49,49,Male
317,City Hall,Exchange Place,26288,Subscriber,1982,35,Male
6032,Columbus Drive,Newport Pkwy,29216,Subscriber,1985,32,Female
281,Manila & 1st,Brunswick St,26305,Subscriber,29,29,Male
241,Columbus Drive,Essex Light Rail,29222,Subscriber,41,41,Male
293,Sip Ave,Oakland Ave,29440,Subscriber,1980,37,Male
438,Sip Ave,Astor Place,29302,Subscriber,1986,31,Female
639,City Hall,Lafayette Park,29515,Subscriber,1985,32,Male
206,Grove St PATH,Brunswick St,26162,Subscriber,1983,34,Male
155,Jersey & 3rd,Hamilton Park,29248,Subscriber,1979,38,Male
945,Exchange Place,Essex Light Rail,26288,Subscriber,1984,33,Male
325,Hamilton Park,Grove St PATH,29289,Subscriber,1972,45,Male
121,Jersey & 6th St,Newark Ave,29673,Subscriber,43,43,Male
452,Sip Ave,Lincoln Park,29501,Subscriber,1965,52,Male
251,Sip Ave,McGinley Square,29657,Subscriber,1972,45,Male
286,Jersey & 3rd,City Hall,29202,Subscriber,1964,53,Male
200,Sip Ave,5 Corners Library,26200,Subscriber,1980,37,Male
300,Monmouth and 6th,Grove St PATH,29120,Subscriber,1982,35,Female
350,Grove St PATH,JC Medical Center,26242,Subscriber,40,40,Male
416,Brunswick & 6th,Grove St PATH,26165,Subscriber,1991,26,Male
1210,Sip Ave,North St,26196,Subscriber,1990,27,Male
861,Sip Ave,Union St,29531,Subscriber,1991,26,Female
279,Jersey & 6th St,Hamilton Park,26156,Subscriber,1952,65,Male
265,Jersey & 6th St,Grove St PATH,29232,Subscriber,1973,44,Male
315,Grove St PATH,Hamilton Park,29227,Subscriber,NULL,NULL,Unknown
402,Sip Ave,Astor Place,29463,Subscriber,1986,31,Male
237,Brunswick St,Grove St PATH,26162,Subscriber,50,50,Male
1246,Grove St PATH,Newark Ave,29289,Subscriber,1991,26,Male
247,Grove St PATH,Brunswick St,29678,Subscriber,1965,52,Male
201,Sip Ave,McGinley Square,29498,Subscriber,1972,45,Male
723,Manila & 1st,Hamilton Park,26236,Subscriber,1985,32,Female
352,Manila & 1st,Hamilton Park,26312,Subscriber,47,47,Female
361,Sip Ave,Oakland Ave,29239,Subscriber,41,41,Male
427,Sip Ave,McGinley Square,26285,Subscriber,1990,27,Male
204,McGinley Square,Astor Place,29473,Subscriber,1985,32,Female
277,Grove St PATH,Hamilton Park,26165,Subscriber,1986,31,Male
129,City Hall,Van Vorst Park,26159,Subscriber,29,29,Male
286,Brunswick St,Warren St,26310,Subscriber,28,28,Male
266,Morris Canal,Exchange Place,29437,Subscriber,30,30,Female
582,Lafayette Park,Grove St PATH,29449,Subscriber,1984,33,Male
424,Hamilton Park,Newport Pkwy,29275,Subscriber,1964,53,Male
957,Marin Light Rail,JC Medical Center,26219,Subscriber,1982,35,Male
10909,Columbus Drive,Columbus Drive,26176,Subscriber,28,28,Male
230,Grove St PATH,Hamilton Park,26173,Subscriber,40,40,Male
509,Grove St PATH,Jersey & 3rd,26162,Subscriber,29,29,Male
426,Baldwin at Montgomery,Brunswick St,29679,Subscriber,1979,38,Male
347,Hamilton Park,Warren St,26165,Subscriber,1952,65,Male
1118,Hamilton Park,North St,29248,Subscriber,43,43,Male
357,Van Vorst Park,Paulus Hook,29517,Subscriber,1964,53,Female
306,Newark Ave,Hamilton Park,29235,Subscriber,1986,31,Female
792,Warren St,5 Corners Library,26157,Subscriber,39,39,Male
340,McGinley Square,Astor Place,29657,Subscriber,1981,36,Male
211,Liberty Light Rail,Lafayette Park,29479,Subscriber,1985,32,Male
227,Newark Ave,Warren St,29673,Subscriber,1996,21,Male
506,McGinley Square,5 Corners Library,26211,Subscriber,47,47,Male
558,Monmouth and 6th,Monmouth and 6th,29199,Subscriber,1983,34,Male
165,Essex Light Rail,Marin Light Rail,26210,Subscriber,1985,32,Female
578,City Hall,Liberty Light Rail,29285,Subscriber,1986,31,Female
144,Essex Light Rail,Marin Light Rail,26278,Subscriber,1990,27,Male
160,Essex Light Rail,Marin Light Rail,29264,Subscriber,24,24,Female
192,Exchange Place,Essex Light Rail,29437,Subscriber,1983,34,Male
176,Grove St PATH,Jersey & 3rd,29449,Subscriber,39,39,Male
330,Brunswick & 6th,Manila & 1st,29482,Subscriber,29,29,Male
100,Grove St PATH,Jersey & 3rd,29232,Subscriber,1991,26,Male
261,Warren St,Newport PATH,26310,Subscriber,1984,33,Male
375,Essex Light Rail,Newport PATH,26288,Subscriber,29,29,Male
797,Manila & 1st,Van Vorst Park,29214,Customer,NULL,NULL,Unknown
349,Warren St,Jersey & 6th St,29673,Subscriber,40,40,Male
360,Grove St PATH,Morris Canal,29120,Subscriber,1969,48,Male
205,Manila & 1st,Van Vorst Park,29260,Subscriber,1992,25,Male
1029,Paulus Hook,Sip Ave,29517,Subscriber,29,29,Male
623,City Hall,McGinley Square,26169,Subscriber,28,28,Male
174,Jersey & 3rd,Hamilton Park,29449,Subscriber,1981,36,Male
262,Grove St PATH,Jersey & 3rd,26308,Subscriber,23,23,Female
269,Grove St PATH,Jersey & 3rd,29221,Subscriber,23,23,Female
575,Newport Pkwy,Brunswick & 6th,26189,Subscriber,1986,31,Male
123,Columbus Drive,Warren St,29537,Subscriber,1986,31,Male
108,City Hall,Van Vorst Park,29202,Subscriber,40,40,Male
157,Grove St PATH,Dixon Mills,29675,Subscriber,1986,31,Male
350,Columbus Drive,Newport PATH,29616,Subscriber,1985,32,Male
226,Brunswick St,Grove St PATH,29580,Subscriber,1982,35,Male
142,Jersey & 3rd,Hamilton Park,26162,Subscriber,29,29,Male
293,Grove St PATH,JC Medical Center,29294,Subscriber,1990,27,Female
11103,Newport Pkwy,Newport Pkwy,26217,Customer,NULL,NULL,Unknown
446,Monmouth and 6th,Warren St,26238,Subscriber,1982,35,Male
523,5 Corners Library,North St,26211,Subscriber,39,39,Male
10736,Newport Pkwy,Newport Pkwy,29268,Customer,NULL,NULL,Unknown
227,Newport PATH,Warren St,26288,Subscriber,28,28,Male
195,Oakland Ave,Oakland Ave,29477,Subscriber,40,40,Male
249,Manila & 1st,Monmouth and 6th,29552,Subscriber,1981,36,Female
10734,Newport Pkwy,Newport Pkwy,29472,Customer,NULL,NULL,Unknown
566,Essex Light Rail,Jersey & 3rd,29437,Subscriber,1986,31,Male
2077,Newark Ave,Baldwin at Montgomery,29614,Subscriber,NULL,NULL,Unknown
274,Essex Light Rail,Essex Light Rail,29124,Subscriber,1991,26,Female
288,Essex Light Rail,Essex Light Rail,29222,Subscriber,1984,33,Male
273,JC Medical Center,Liberty Light Rail,26242,Subscriber,40,40,Male
773,Hilltop,Union St,29606,Subscriber,28,28,Male
555,Newport PATH,Hamilton Park,29616,Subscriber,1973,44,Female
314,Grove St PATH,Brunswick St,29580,Subscriber,39,39,Female
243,Hilltop,Christ Hospital,29625,Subscriber,1981,36,Male
378,Manila & 1st,Jersey & 3rd,29482,Customer,NULL,NULL,Unknown
411,Warren St,Hamilton Park,26267,Subscriber,1963,54,Male
218,Jersey & 3rd,Hamilton Park,26308,Subscriber,23,23,Female
212,Jersey & 3rd,Hamilton Park,29221,Subscriber,23,23,Female
235,Warren St,Jersey & 3rd,26165,Subscriber,1952,65,Male
1248,Van Vorst Park,McGinley Square,29214,Customer,NULL,NULL,Unknown
925,Liberty Light Rail,Grove St PATH,26318,Subscriber,1984,33,Male
688,Sip Ave,Leonard Gordon Park,29517,Subscriber,39,39,Male
344,5 Corners Library,Baldwin at Montgomery,29621,Subscriber,1985,32,Male
369,Monmouth and 6th,Grove St PATH,29438,Subscriber,1984,33,Male
369,Essex Light Rail,Marin Light Rail,29451,Subscriber,59,59,Male
2535,Heights Elevator,Oakland Ave,29303,Subscriber,28,28,Female
5400,Jersey & 3rd,JC Medical Center,29482,Customer,NULL,NULL,Unknown
352,Essex Light Rail,City Hall,29124,Subscriber,29,29,Male
269,Paulus Hook,Essex Light Rail,29655,Subscriber,29,29,Male
249,Grove St PATH,Dixon Mills,26207,Subscriber,1984,33,Female
411,5 Corners Library,Oakland Ave,26230,Subscriber,1984,33,Male
5253,Jersey & 3rd,JC Medical Center,29437,Customer,NULL,NULL,Unknown
388,Van Vorst Park,Van Vorst Park,29601,Subscriber,1985,32,Female
2217,5 Corners Library,Riverview Park,29474,Subscriber,49,49,Female
527,5 Corners Library,Central Ave,26157,Subscriber,41,41,Male
490,Van Vorst Park,Newport PATH,29442,Subscriber,42,42,Male
941,Warren St,Riverview Park,26241,Subscriber,NULL,NULL,Unknown
406,Newark Ave,Hamilton Park,29289,Subscriber,30,30,Male
248,Grove St PATH,Hamilton Park,29306,Subscriber,29,29,Female
1452,Columbus Drive,Dey St,29485,Subscriber,1985,32,Male
402,5 Corners Library,Central Ave,29269,Subscriber,1954,63,Male
107,Grove St PATH,Dixon Mills,29226,Subscriber,47,47,Male
245,Grove St PATH,Hamilton Park,29456,Subscriber,1986,31,Male
485,Essex Light Rail,Newport PATH,29611,Subscriber,28,28,Male
310,Hamilton Park,Newport PATH,29221,Subscriber,1980,37,Male
682,5 Corners Library,North St,26200,Subscriber,30,30,Male
488,Brunswick & 6th,Newport PATH,29600,Subscriber,1980,37,Male
145,Communipaw & Berry Lane,Lafayette Park,26309,Subscriber,1985,32,Male
6179,Jersey & 6th St,Jersey & 6th St,29673,Customer,NULL,NULL,Unknown
199,Van Vorst Park,Manila & 1st,29260,Subscriber,1992,25,Male
1800,Newport Pkwy,Newport Pkwy,29275,Subscriber,29,29,Male
1440,Baldwin at Montgomery,Exchange Place,29614,Subscriber,NULL,NULL,Unknown
1522,McGinley Square,Union St,26169,Customer,NULL,NULL,Unknown
73,Hamilton Park,West Side Light Rail,26173,Subscriber,1959,58,Male
442,Newport PATH,Brunswick St,29221,Subscriber,23,23,Male
140,Grove St PATH,City Hall,26318,Subscriber,29,29,Male
190,Grove St PATH,Jersey & 3rd,26156,Subscriber,1959,58,Male
335,Newport PATH,Columbus Drive,29600,Subscriber,1985,32,Male
351,Warren St,Exchange Place,29556,Subscriber,1986,31,Male
397,Hamilton Park,Newport PATH,26236,Subscriber,28,28,Male
486,City Hall,Marin Light Rail,29124,Subscriber,29,29,Male
450,Newport PATH,Columbus Drive,29611,Subscriber,1972,45,Male
1669,Lafayette Park,Lafayette Park,26160,Subscriber,1985,32,Male
303,Warren St,Essex Light Rail,26288,Subscriber,59,59,Male
440,5 Corners Library,McGinley Square,26206,Subscriber,47,47,Male
411,Grove St PATH,Hamilton Park,29660,Subscriber,1979,38,Female
382,Newport PATH,Columbus Drive,29442,Subscriber,1972,45,Male
244,Hamilton Park,City Hall,29456,Subscriber,30,30,Male
2174,Newport Pkwy,Baldwin at Montgomery,29665,Subscriber,1984,33,Male
225,Marin Light Rail,Essex Light Rail,26278,Subscriber,24,24,Female
219,Marin Light Rail,Essex Light Rail,29234,Subscriber,1990,27,Male
898,Dixon Mills,Newport Pkwy,29643,Subscriber,1984,33,Female
311,Columbus Drive,Essex Light Rail,29600,Subscriber,1990,27,Female
221,Grove St PATH,Brunswick St,29438,Subscriber,1980,37,Female
287,Grove St PATH,Brunswick St,29504,Subscriber,1979,38,Male
1590,JC Medical Center,Marin Light Rail,26219,Subscriber,1982,35,Male
342,Marin Light Rail,Essex Light Rail,26210,Subscriber,1965,52,Female
909,Essex Light Rail,JC Medical Center,29274,Customer,NULL,NULL,Unknown
889,Essex Light Rail,JC Medical Center,26288,Customer,NULL,NULL,Unknown
974,McGinley Square,NJCU,29214,Subscriber,1986,31,Female
149,Newark Ave,Jersey & 6th St,29480,Subscriber,28,28,Female
912,Brunswick & 6th,Marin Light Rail,26189,Subscriber,1980,37,Male
2322,Van Vorst Park,Van Vorst Park,26296,Subscriber,1985,32,Male
